SubjectNumber,dc_time,mom_IBI_Lego,child_IBI_Lego,mom_RSA_Lego,child_RSA_Lego,mom_HbO_dlpfc_l,mom_HbR_dlpfc_l,child_HbO_dlpfc_l,child_HbR_dlpfc_l,mom_HbO_dlpfc_r,mom_HbR_dlpfc_r,child_HbO_dlpfc_r,child_HbR_dlpfc_r,NA_child,NA_Parent,PA_child,PA_Parent
132,563.328,69.80438808,105.4438183,5.398447567,5.896204932,1.33E-06,2.86E-07,2.50E-06,4.88E-07,1.44E-06,1.76E-08,2.42E-06,-5.54E-07,0,1,0,0
132,564.352,71.92965569,105.1707499,5.535192332,5.876450597,1.09E-06,2.36E-07,2.60E-06,2.87E-07,1.50E-06,2.14E-07,2.56E-06,-6.00E-07,0,1,0,0
132,565.376,74.68859144,111.5972453,5.581498356,5.845225264,6.44E-07,1.06E-07,2.04E-06,2.45E-08,1.14E-06,4.26E-07,2.12E-06,-4.56E-07,0,1,0,0
132,566.4,78.9999622,112.481507,5.739655752,5.846747987,4.93E-08,-1.15E-07,1.39E-06,-1.09E-07,4.15E-07,3.98E-07,1.44E-06,-1.60E-07,0,0,0,0
132,567.424,78.43022387,107.9304722,5.754305525,5.853107667,-5.89E-07,-3.61E-07,8.18E-07,-1.75E-07,-3.72E-07,1.02E-07,8.37E-07,1.59E-07,0,0,0,0
132,568.448,77.3470606,106.5440885,5.838517202,5.845620101,-9.87E-07,-4.48E-07,4.73E-07,-2.17E-07,-9.55E-07,-2.17E-07,5.08E-07,3.54E-07,0,0,0,0
132,569.472,76.59816348,106.474767,5.847009809,5.818541597,-9.81E-07,-3.50E-07,5.35E-07,-2.93E-07,-1.31E-06,-4.31E-07,5.59E-07,3.48E-07,0,0,0,0
132,570.496,72.24467142,105.3386673,5.77370548,5.825581376,-7.83E-07,-2.92E-07,1.04E-06,-4.45E-07,-1.60E-06,-7.14E-07,9.31E-07,1.82E-07,0,0,0,0
132,571.52,71.02143683,109.5224037,5.736478679,5.864868994,-5.99E-07,-3.55E-07,1.81E-06,-6.35E-07,-1.86E-06,-1.10E-06,1.46E-06,-1.88E-08,0,0,0,0
132,572.544,70.33266208,113.4393591,5.850263666,5.90313573,-2.10E-07,-2.79E-07,2.42E-06,-7.84E-07,-1.64E-06,-1.13E-06,2.01E-06,-1.80E-07,0,0,0,0
132,573.568,67.68540046,111.5774971,5.896626535,5.621330564,6.52E-07,1.69E-07,2.38E-06,-8.34E-07,-5.19E-07,-4.60E-07,2.44E-06,-3.31E-07,0,0,0,0
132,574.592,68.69223199,111.026404,5.984173345,5.362336546,1.52E-06,6.98E-07,1.58E-06,-7.59E-07,7.54E-07,4.58E-07,2.57E-06,-4.98E-07,0,1,0,0
132,575.616,72.68267592,114.816645,5.983324049,5.229003596,1.45E-06,7.35E-07,4.43E-07,-5.11E-07,6.62E-07,6.82E-07,2.17E-06,-5.68E-07,0,0,0,0
132,576.64,73.66443053,110.8498477,5.926018829,5.142053167,3.98E-07,2.67E-07,-3.92E-07,-7.53E-08,-7.21E-07,6.71E-08,1.32E-06,-3.48E-07,0,0,0,0
132,577.664,72.77555451,109.3453141,5.968301294,5.120708591,-5.07E-07,-2.93E-08,-7.23E-07,4.28E-07,-1.55E-06,-3.98E-07,3.36E-07,2.01E-07,0,0,0,0
132,578.688,75.10311838,108.6999776,5.991844316,5.155263199,-5.46E-07,1.81E-07,-9.11E-07,8.32E-07,-9.98E-07,-9.09E-08,-5.37E-07,8.88E-07,0,1,0,0
132,579.712,77.40017702,112.7930054,5.865926654,5.326756358,-3.36E-07,4.35E-07,-1.10E-06,1.03E-06,-4.02E-07,4.22E-07,-1.01E-06,1.39E-06,0,0,0,0
132,580.736,77.18514784,111.5872406,5.900090593,5.384927903,-6.07E-07,3.07E-07,-9.67E-07,9.41E-07,-9.67E-07,4.38E-07,-7.51E-07,1.43E-06,0,0,0,0
132,581.76,77.95612804,108.4067335,5.803404432,5.384683777,-1.15E-06,1.08E-08,-3.15E-07,5.76E-07,-2.07E-06,9.56E-09,2.28E-07,9.93E-07,0,0,0,0
132,582.784,77.25546051,97.21824394,5.776379511,5.400011618,-1.39E-06,-9.07E-08,5.74E-07,1.08E-07,-2.71E-06,-4.27E-07,1.44E-06,4.10E-07,1,0,0,0
132,583.808,72.56866877,98.38044597,5.696684739,5.421967137,-1.26E-06,3.49E-09,1.15E-06,-2.75E-07,-2.77E-06,-6.83E-07,2.30E-06,-3.06E-08,1,0,0,0
132,584.832,72.82987198,100.5598875,5.713272595,5.380590816,-9.90E-07,1.23E-07,1.16E-06,-4.95E-07,-2.55E-06,-9.06E-07,2.52E-06,-3.35E-07,1,0,0,1
132,585.856,75.54443473,109.609273,5.734705407,5.326124052,-7.43E-07,1.76E-07,9.70E-07,-5.68E-07,-2.42E-06,-1.17E-06,2.22E-06,-6.37E-07,0,0,0,1
132,586.88,82.54182629,109.8539817,5.730341971,5.167329715,-5.44E-07,1.84E-07,9.74E-07,-5.42E-07,-2.54E-06,-1.39E-06,1.62E-06,-9.20E-07,0,0,0,1
132,587.904,81.48847992,115.8716905,5.586176448,4.951719807,-3.21E-07,2.40E-07,1.18E-06,-4.75E-07,-2.69E-06,-1.52E-06,8.91E-07,-9.55E-07,0,1,0,0
132,588.928,81.86363601,104.7470934,5.46810636,4.8912317,-1.37E-07,3.45E-07,1.26E-06,-3.35E-07,-2.70E-06,-1.56E-06,2.23E-07,-5.82E-07,0,1,0,0
132,589.952,76.63685496,111.9420226,5.471470236,4.97538241,-2.68E-07,3.53E-07,9.31E-07,-7.51E-09,-2.85E-06,-1.61E-06,-3.45E-07,3.82E-08,0,1,0,0
132,590.976,76.622259,103.6206501,5.43217352,5.052154969,-7.23E-07,2.23E-07,2.26E-07,4.86E-07,-3.44E-06,-1.58E-06,-8.98E-07,5.74E-07,0,0,0,0
132,592,76.48588016,99.73583662,5.387789532,5.051752482,-1.07E-06,1.21E-07,-5.32E-07,9.42E-07,-3.99E-06,-1.35E-06,-1.41E-06,8.14E-07,0,0,0,0
132,593.024,73.65494282,101.4198382,5.307447613,5.008220864,-1.00E-06,1.42E-07,-9.86E-07,1.13E-06,-3.92E-06,-1.12E-06,-1.75E-06,8.15E-07,0,0,0,0
132,594.048,75.9424576,96.51079009,5.183511888,4.96265691,-7.93E-07,1.62E-07,-1.02E-06,1.02E-06,-3.41E-06,-1.16E-06,-1.82E-06,7.70E-07,0,0,0,0
132,595.072,73.91282364,98.39167986,5.196742962,4.780722237,-8.05E-07,7.73E-08,-9.13E-07,7.74E-07,-3.08E-06,-1.46E-06,-1.67E-06,7.37E-07,0,1,0,0
132,596.096,73.31456479,105.9690522,5.198255344,4.584583372,-1.00E-06,-5.27E-08,-9.92E-07,5.82E-07,-3.21E-06,-1.81E-06,-1.52E-06,6.24E-07,0,1,0,0
132,597.12,74.81928059,114.252513,5.106962472,4.634582353,-1.10E-06,-1.40E-07,-1.30E-06,4.11E-07,-3.65E-06,-1.98E-06,-1.41E-06,3.76E-07,0,0,0,0
132,598.144,75.97834267,112.8072033,5.13019435,4.653225167,-9.00E-07,-1.61E-07,-1.67E-06,1.11E-07,-3.84E-06,-2.02E-06,-1.19E-06,5.39E-08,0,0,0,0
132,599.168,79.65983728,105.324006,5.189418158,4.650965735,-5.41E-07,-2.20E-07,-1.93E-06,-2.39E-07,-3.10E-06,-1.77E-06,-1.05E-06,-2.31E-07,0,0,0,0
132,600.192,77.14773503,105.3295073,5.238070662,4.687516944,-4.24E-07,-4.77E-07,-2.15E-06,-4.58E-07,-1.12E-06,-8.72E-07,-1.33E-06,-3.32E-07,0,1,0,0
132,601.216,76.88341526,104.1327643,5.266996935,4.834983178,-6.83E-07,-8.21E-07,-2.18E-06,-5.53E-07,1.69E-06,6.00E-07,-1.73E-06,-2.44E-07,0,1,0,0
132,602.24,73.99646575,108.5551875,5.356396483,4.954987343,-7.20E-07,-7.51E-07,-1.55E-06,-6.06E-07,4.61E-06,2.28E-06,-1.61E-06,-1.87E-07,0,1,0,0
132,603.264,72.80734528,112.6991307,5.380022385,4.976519022,-1.91E-07,-1.84E-07,3.96E-08,-5.44E-07,6.65E-06,3.53E-06,-7.96E-07,-3.93E-07,0,1,0,0
132,604.288,71.86599043,110.8520376,5.429253539,4.985493674,3.15E-07,2.88E-07,2.26E-06,-2.73E-07,6.96E-06,3.83E-06,2.82E-07,-8.90E-07,0,0,0,0
132,605.312,71.81928438,103.6361409,5.477937256,5.013745468,5.43E-08,1.43E-07,4.03E-06,2.90E-09,5.28E-06,2.98E-06,1.04E-06,-1.45E-06,0,0,0,0
132,606.336,71.83248566,99.73352117,5.542359273,5.074707856,-6.59E-07,-3.18E-07,4.26E-06,-7.58E-08,3.01E-06,1.68E-06,1.16E-06,-1.77E-06,0,0,0,0
132,607.36,73.31968121,104.3302695,5.690637316,5.078631939,-9.24E-07,-4.59E-07,2.84E-06,-4.60E-07,2.00E-06,9.86E-07,6.32E-07,-1.71E-06,0,0,0,0
132,608.384,71.83639642,104.1679723,5.697018411,5.244684305,-5.06E-07,-1.59E-07,5.53E-07,-6.50E-07,2.64E-06,1.18E-06,-3.85E-07,-1.27E-06,0,0,0,0
132,609.408,70.19149298,104.6743749,5.896021533,5.27810106,8.72E-08,1.94E-07,-1.86E-06,-3.33E-07,3.81E-06,1.59E-06,-1.88E-06,-5.22E-07,0,0,0,0
132,610.432,70.34790157,106.3071021,5.893372165,5.313353865,4.12E-07,2.83E-07,-3.86E-06,2.75E-07,4.32E-06,1.59E-06,-3.61E-06,3.17E-07,0,1,0,0
132,611.456,69.48595504,102.9385498,5.849646492,5.312923968,6.33E-07,2.42E-07,-4.61E-06,7.50E-07,4.20E-06,1.35E-06,-4.71E-06,8.52E-07,0,1,0,0
132,612.48,68.97343653,103.9946425,5.8588751,5.289017887,8.64E-07,2.25E-07,-3.83E-06,8.14E-07,3.59E-06,1.12E-06,-4.52E-06,8.09E-07,0,1,0,0
132,613.504,72.21598981,105.6873299,5.884376997,5.289504926,1.04E-06,2.70E-07,-2.52E-06,4.97E-07,2.85E-06,1.02E-06,-3.46E-06,3.80E-07,0,0,0,0
132,614.528,73.74290385,110.3074794,5.872582897,5.295741719,1.39E-06,4.82E-07,-1.94E-06,1.10E-07,3.11E-06,1.38E-06,-2.66E-06,3.27E-09,0,0,0,0
132,615.552,72.68185521,111.0428723,5.836645325,5.288852756,2.08E-06,8.30E-07,-2.25E-06,-7.74E-08,4.55E-06,2.17E-06,-2.53E-06,-6.54E-08,0,0,0,0
132,616.576,70.11630619,111.303943,5.7726654,5.255093186,2.76E-06,1.04E-06,-2.68E-06,-8.43E-08,5.71E-06,2.73E-06,-2.48E-06,9.02E-08,0,0,0,0
132,617.6,71.14514701,112.4561949,5.821939303,5.222539008,3.05E-06,9.64E-07,-2.57E-06,-9.10E-08,5.61E-06,2.55E-06,-1.89E-06,2.49E-07,0,0,0,0
132,618.624,71.33125173,114.7496857,5.985474278,5.225430424,2.80E-06,6.68E-07,-2.05E-06,-1.28E-07,4.53E-06,1.76E-06,-9.60E-07,3.37E-07,1,0,0,0
132,619.648,69.84827986,117.7328476,6.008999426,5.241653757,2.16E-06,2.98E-07,-1.58E-06,-8.28E-08,3.07E-06,1.01E-06,-3.05E-07,4.34E-07,0,0,0,0
132,620.672,70.08682678,113.8030468,6.025495339,5.110647387,1.47E-06,-2.82E-08,-1.32E-06,5.43E-08,1.73E-06,6.96E-07,-1.19E-07,5.83E-07,0,0,0,0
132,621.696,68.44453399,113.1197909,6.018987513,5.028646534,1.02E-06,-2.48E-07,-1.11E-06,1.67E-07,8.63E-07,5.91E-07,-1.27E-07,7.16E-07,0,0,0,0
132,622.72,69.5835808,109.2163262,5.931422128,4.983641219,9.44E-07,-3.28E-07,-7.72E-07,1.89E-07,5.78E-07,4.37E-07,-3.42E-08,7.35E-07,0,0,0,0
132,623.744,70.50706155,112.1832674,5.912439749,4.847363019,1.14E-06,-2.64E-07,-3.72E-07,1.62E-07,8.46E-07,3.05E-07,1.89E-07,6.14E-07,0,0,0,0
132,624.768,69.16734736,109.3636369,5.829087964,4.767309617,1.39E-06,-8.93E-08,-1.34E-07,1.24E-07,1.60E-06,3.60E-07,3.66E-07,4.24E-07,0,0,0,0
132,625.792,73.88827097,114.8700434,5.756770581,4.91528712,1.54E-06,1.46E-07,-2.17E-07,5.76E-09,2.44E-06,6.20E-07,4.79E-07,2.75E-07,0,0,0,0
132,626.816,71.6188922,111.5267702,5.745043947,5.195266575,1.42E-06,3.07E-07,-3.48E-07,-2.13E-07,2.55E-06,7.40E-07,7.65E-07,2.16E-07,0,0,0,0
132,627.84,67.97698848,113.9561288,5.777410728,5.348718501,8.80E-07,2.38E-07,-1.64E-07,-3.59E-07,1.59E-06,4.62E-07,1.17E-06,2.16E-07,0,0,0,0
132,628.864,71.04861428,107.0737673,5.77964405,5.340309256,8.87E-08,-4.31E-08,3.88E-07,-3.11E-07,2.41E-08,-1.54E-08,1.52E-06,2.60E-07,0,0,0,0
132,629.888,68.04648417,105.4175838,5.749538732,5.307990093,-5.24E-07,-3.52E-07,1.23E-06,-1.58E-07,-1.34E-06,-3.81E-07,1.94E-06,2.74E-07,0,0,0,0
132,630.912,67.29757374,108.1805956,5.766203907,5.29973482,-5.83E-07,-4.80E-07,2.30E-06,-9.01E-08,-1.85E-06,-5.21E-07,2.62E-06,1.20E-07,0,0,0,0
132,631.936,70.71535408,112.5324193,5.771948754,5.279309745,-1.09E-07,-3.80E-07,3.40E-06,-2.01E-07,-1.52E-06,-5.66E-07,3.37E-06,-2.57E-07,0,0,0,0
132,632.96,69.89718549,108.2050932,5.736639399,5.233047083,4.85E-07,-1.87E-07,4.29E-06,-4.21E-07,-9.53E-07,-6.33E-07,3.82E-06,-7.72E-07,0,0,0,0
132,633.984,71.233867,91.94925908,5.655696958,5.338548009,7.90E-07,-5.93E-08,4.93E-06,-6.69E-07,-7.79E-07,-6.60E-07,4.04E-06,-1.23E-06,0,0,0,0
132,635.008,73.628072,92.51480244,5.553810381,5.581863413,6.52E-07,-8.02E-08,5.34E-06,-9.24E-07,-1.10E-06,-6.37E-07,4.46E-06,-1.55E-06,0,0,0,0
132,636.032,72.35918606,98.51635024,5.525881825,5.623985498,1.82E-07,-2.18E-07,5.46E-06,-1.12E-06,-1.62E-06,-6.51E-07,5.03E-06,-1.76E-06,0,0,0,0
132,637.056,72.46593623,101.9574453,5.416146451,5.685938725,-3.97E-07,-3.72E-07,5.01E-06,-1.18E-06,-2.13E-06,-7.64E-07,5.23E-06,-1.87E-06,0,0,0,0
132,638.08,75.82763556,104.5666402,5.404542334,5.759166833,-8.86E-07,-4.52E-07,4.09E-06,-1.05E-06,-2.45E-06,-1.00E-06,4.66E-06,-1.81E-06,0,1,0,0
132,639.104,81.29630334,108.6775186,5.405953449,5.812621542,-1.19E-06,-4.45E-07,3.06E-06,-7.52E-07,-2.57E-06,-1.26E-06,3.46E-06,-1.53E-06,0,1,0,0
132,640.128,86.39726938,107.1256448,5.360434219,5.959192219,-1.31E-06,-4.14E-07,2.26E-06,-3.51E-07,-2.60E-06,-1.39E-06,2.15E-06,-1.01E-06,0,1,0,0
132,641.152,85.91068554,99.27386235,5.337388327,6.08947159,-1.25E-06,-3.72E-07,1.67E-06,6.07E-08,-2.49E-06,-1.34E-06,1.14E-06,-3.68E-07,0,1,0,0
132,642.176,87.13688967,97.93163938,5.354374819,6.106553474,-1.07E-06,-2.97E-07,1.07E-06,3.45E-07,-2.31E-06,-1.18E-06,4.97E-07,1.72E-07,0,0,0,0
132,643.2,89.5297445,101.120345,5.429495337,6.098613247,-9.03E-07,-2.14E-07,3.05E-07,4.04E-07,-2.25E-06,-1.09E-06,7.92E-08,4.59E-07,1,0,0,0
132,644.224,87.03225236,101.1513997,5.352257048,6.093278416,-8.70E-07,-1.61E-07,-4.81E-07,2.62E-07,-2.33E-06,-1.18E-06,-2.70E-07,5.52E-07,0,0,0,0
132,645.248,82.00923821,104.607945,5.596294884,6.11213743,-9.72E-07,-1.56E-07,-1.14E-06,6.09E-08,-2.57E-06,-1.27E-06,-6.91E-07,5.59E-07,0,0,0,0
132,646.272,79.98162723,97.50326684,5.785126862,6.149530143,-1.07E-06,-1.76E-07,-1.48E-06,-3.84E-08,-2.83E-06,-1.19E-06,-1.10E-06,5.95E-07,0,0,0,0
132,647.296,80.55378189,91.09856623,6.344173266,6.154790763,-1.05E-06,-1.83E-07,-1.27E-06,-2.14E-08,-2.81E-06,-1.01E-06,-1.34E-06,6.76E-07,0,0,0,0
132,648.32,81.08547033,86.82112691,6.482282452,6.182191406,-9.39E-07,-1.87E-07,-8.45E-07,1.05E-08,-2.58E-06,-8.27E-07,-1.58E-06,7.40E-07,0,1,0,0
132,649.344,81.94911499,99.15735218,6.443040024,6.170875694,-8.71E-07,-2.17E-07,-1.07E-06,8.58E-09,-2.33E-06,-8.06E-07,-2.21E-06,7.99E-07,0,1,0,0
132,650.368,85.12147553,106.6487789,6.584076951,6.022530285,-9.10E-07,-2.67E-07,-2.13E-06,4.01E-08,-2.22E-06,-9.47E-07,-3.18E-06,9.12E-07,0,0,0,0
132,651.392,85.77619618,102.7526779,6.588063999,6.074162248,-9.53E-07,-2.80E-07,-3.04E-06,1.55E-07,-2.13E-06,-1.05E-06,-3.81E-06,1.04E-06,0,0,0,0
132,652.416,80.26880304,97.22548707,6.599556649,6.052097273,-8.27E-07,-1.88E-07,-2.86E-06,2.95E-07,-1.70E-06,-8.65E-07,-3.59E-06,1.11E-06,0,1,0,0
132,653.44,74.4776884,105.7914913,6.588219045,6.004630419,-4.80E-07,4.23E-09,-1.74E-06,3.55E-07,-9.32E-07,-3.36E-07,-2.56E-06,1.09E-06,0,1,0,0
132,654.464,72.19526529,113.3723716,6.571275049,5.978475617,-1.41E-07,1.67E-07,-5.07E-07,3.54E-07,-4.30E-07,1.91E-08,-1.38E-06,9.66E-07,0,1,0,0
132,655.488,74.98894234,109.4316143,6.567518883,5.789255129,-1.20E-07,1.78E-07,1.05E-07,4.48E-07,-5.09E-07,-6.93E-08,-8.44E-07,7.56E-07,0,1,0,0
132,656.512,75.86394523,103.5122759,6.594333152,5.610427491,-4.00E-07,7.12E-08,-1.11E-07,7.40E-07,-1.07E-06,-3.70E-07,-1.34E-06,5.00E-07,0,0,0,0
132,657.536,72.87595207,103.6518012,6.598267234,5.258690879,-7.97E-07,-4.11E-08,-7.88E-07,1.10E-06,-1.96E-06,-7.45E-07,-2.30E-06,2.85E-07,0,0,0,0
132,658.56,72.25591228,111.0457499,6.615465171,5.136404082,-1.24E-06,-1.34E-07,-1.32E-06,1.24E-06,-2.84E-06,-1.10E-06,-2.60E-06,2.22E-07,0,0,0,0
132,659.584,72.16649562,116.877259,6.639713108,5.237621778,-1.62E-06,-2.42E-07,-1.56E-06,1.08E-06,-3.34E-06,-1.33E-06,-2.04E-06,2.39E-07,0,0,0,0
132,660.608,72.26343983,117.6463368,6.596987717,5.254683893,-1.81E-06,-3.39E-07,-1.95E-06,7.29E-07,-3.41E-06,-1.43E-06,-1.37E-06,2.36E-07,0,0,0,0
132,661.632,72.4256444,117.2683042,6.525315291,5.280607391,-1.85E-06,-3.39E-07,-2.57E-06,4.16E-07,-3.13E-06,-1.38E-06,-1.17E-06,2.28E-07,1,0,0,0
132,662.656,75.2687557,116.8426129,6.128584195,5.323294341,-1.95E-06,-2.34E-07,-3.05E-06,3.17E-07,-2.62E-06,-1.23E-06,-1.40E-06,2.71E-07,1,0,0,0
132,663.68,79.98727666,119.4447825,5.842127495,5.319384495,-2.25E-06,-1.70E-07,-3.16E-06,4.32E-07,-2.37E-06,-1.13E-06,-1.61E-06,3.99E-07,1,0,0,0
132,664.704,80.69965339,111.7430683,5.777351281,5.351136013,-2.55E-06,-2.01E-07,-2.82E-06,6.37E-07,-2.61E-06,-1.08E-06,-1.36E-06,5.78E-07,1,0,0,0
132,665.728,76.31842591,115.6693336,5.596176201,5.471233338,-2.34E-06,-1.23E-07,-2.05E-06,7.32E-07,-2.46E-06,-6.78E-07,-4.74E-07,6.90E-07,0,1,0,0
132,666.752,71.76867147,111.5077533,5.450265574,5.485316494,-1.23E-06,2.52E-07,-1.12E-06,6.00E-07,-8.21E-07,3.24E-07,7.20E-07,6.23E-07,0,1,0,0
132,667.776,72.47944777,89.32721944,5.422665329,5.414901764,4.27E-07,7.38E-07,-3.49E-07,3.30E-07,1.79E-06,1.44E-06,1.70E-06,3.94E-07,0,1,0,0
132,668.8,72.8631854,83.53804664,5.390281652,5.408756804,1.77E-06,9.95E-07,4.18E-07,8.62E-08,3.53E-06,1.82E-06,2.37E-06,9.14E-08,0,1,0,0
132,669.824,75.04677815,94.66702434,5.413055751,5.418222597,2.20E-06,9.15E-07,1.50E-06,-1.66E-07,3.26E-06,1.32E-06,3.10E-06,-2.96E-07,0,0,0,0
132,670.848,79.93743281,96.37135323,5.441132546,5.435140923,1.72E-06,5.79E-07,2.69E-06,-4.87E-07,1.40E-06,3.72E-07,3.90E-06,-7.59E-07,0,0,0,0
132,671.872,80.14020428,108.7342847,5.397609209,5.439771256,8.70E-07,1.60E-07,3.49E-06,-7.48E-07,-6.04E-07,-4.95E-07,4.40E-06,-1.13E-06,0,0,0,0
132,672.896,78.25436038,112.447801,5.358586797,5.488878126,2.97E-07,-1.68E-07,3.66E-06,-8.65E-07,-1.53E-06,-8.58E-07,4.40E-06,-1.26E-06,0,0,0,0
132,673.92,78.46675782,109.6201835,5.2580222,5.672618765,1.64E-07,-3.46E-07,3.46E-06,-9.33E-07,-1.38E-06,-8.67E-07,4.10E-06,-1.25E-06,0,0,0,0
132,674.944,78.45470357,106.1870296,5.010100998,5.863308283,1.49E-07,-4.42E-07,3.38E-06,-1.02E-06,-1.09E-06,-9.35E-07,3.85E-06,-1.21E-06,0,0,0,0
132,675.968,75.01342657,114.6497426,4.896432993,5.854155988,-9.88E-08,-5.47E-07,3.49E-06,-1.11E-06,-1.39E-06,-1.24E-06,3.67E-06,-1.16E-06,0,0,0,0
132,676.992,73.17755413,108.9164252,4.810239972,5.863016645,-5.71E-07,-6.45E-07,3.22E-06,-1.12E-06,-2.03E-06,-1.51E-06,3.11E-06,-1.07E-06,0,0,0,0
132,678.016,74.48873686,100.169354,4.621146235,5.78766311,-8.09E-07,-5.62E-07,2.18E-06,-8.85E-07,-1.73E-06,-1.04E-06,1.82E-06,-8.01E-07,0,1,0,0
132,679.04,75.6335083,85.44079951,4.670865614,5.764291177,-3.41E-07,-1.60E-07,7.12E-07,-3.72E-07,6.79E-07,4.98E-07,6.64E-08,-3.29E-07,0,1,0,0
132,680.064,77.46682174,105.0852934,4.700545303,5.764433243,6.37E-07,3.18E-07,-5.04E-07,2.35E-07,3.91E-06,1.99E-06,-1.38E-06,2.12E-07,0,1,0,0
132,681.088,79.61998161,108.0720104,4.57848978,5.657216928,1.54E-06,5.11E-07,-8.16E-07,6.52E-07,5.35E-06,2.07E-06,-1.78E-06,5.80E-07,0,1,0,0
132,682.112,82.68516374,89.71246642,4.672429253,5.466929016,2.20E-06,5.20E-07,-4.39E-08,7.19E-07,5.11E-06,1.35E-06,-1.05E-06,5.88E-07,0,0,0,0
132,683.136,82.22243919,87.76437305,5.246200407,5.518914942,2.46E-06,5.11E-07,1.09E-06,5.57E-07,4.46E-06,9.86E-07,-3.16E-08,3.38E-07,0,0,0,0
132,684.16,82.30625195,102.6087772,5.262298602,5.639468137,2.09E-06,4.13E-07,1.50E-06,4.42E-07,3.54E-06,9.79E-07,2.98E-07,1.61E-07,0,0,0,0
132,685.184,82.38258679,112.766682,5.466356352,5.678556002,1.27E-06,1.62E-07,9.08E-07,4.65E-07,2.21E-06,8.14E-07,-1.92E-07,1.75E-07,0,0,0,0
132,686.208,79.07691096,115.089462,5.456389935,5.668316317,6.19E-07,-9.87E-08,-7.91E-08,4.50E-07,1.12E-06,5.17E-07,-1.01E-06,1.90E-07,0,0,0,0
132,687.232,75.93523231,115.8976064,5.546334594,5.676294085,5.64E-07,-2.16E-07,-8.11E-07,2.68E-07,8.46E-07,3.65E-07,-1.65E-06,8.05E-08,0,0,0,0
132,688.256,78.88352793,109.9887555,5.769499924,5.644334723,9.55E-07,-2.00E-07,-1.23E-06,-6.74E-09,1.11E-06,3.76E-07,-1.87E-06,-9.14E-09,0,0,0,0
132,689.28,79.43967813,92.84089199,5.859649492,5.577932584,1.31E-06,-1.63E-07,-1.58E-06,-1.61E-07,1.37E-06,3.70E-07,-1.95E-06,6.38E-08,0,1,0,0
132,690.304,76.84745837,88.22032039,5.872939441,5.150053469,1.37E-06,-1.58E-07,-1.73E-06,-9.79E-08,1.51E-06,3.28E-07,-2.08E-06,2.10E-07,0,1,0,0
132,691.328,75.10833125,90.84118724,5.915752127,5.012742191,1.42E-06,-7.42E-08,-1.28E-06,-5.39E-08,1.96E-06,6.14E-07,-1.74E-06,2.21E-07,0,1,0,0
132,692.352,78.4687845,93.43659194,5.956096678,4.913279836,1.72E-06,1.69E-07,-1.74E-07,-2.55E-07,2.95E-06,1.42E-06,-5.00E-07,3.57E-08,0,1,0,0
132,693.376,84.15572175,99.77797053,6.038563426,4.925929658,1.93E-06,3.88E-07,1.06E-06,-5.32E-07,3.79E-06,2.05E-06,9.48E-07,-2.29E-07,0,1,0,0
132,694.4,86.54031044,107.3940247,6.13825032,4.92057902,1.56E-06,3.60E-07,1.72E-06,-6.50E-07,3.56E-06,1.85E-06,1.69E-06,-4.02E-07,0,1,0,0
132,695.424,89.18235534,107.40471,6.226623464,4.971564509,6.99E-07,1.83E-07,1.78E-06,-6.67E-07,2.56E-06,1.37E-06,1.77E-06,-4.74E-07,0,0,0,0
132,696.448,86.20581797,105.2283641,6.263669208,5.141245274,-8.80E-08,6.87E-08,1.77E-06,-7.38E-07,1.65E-06,1.15E-06,1.69E-06,-6.15E-07,0,0,0,0
132,697.472,80.50057865,102.813431,6.276461898,5.254794277,-3.46E-07,9.06E-08,1.79E-06,-8.46E-07,1.26E-06,1.19E-06,1.58E-06,-8.77E-07,0,0,0,0
132,698.496,79.67973852,99.46540284,6.168254798,5.383525325,5.34E-08,2.28E-07,1.57E-06,-8.47E-07,1.52E-06,1.26E-06,1.31E-06,-1.09E-06,0,0,0,0
132,699.52,78.77756193,102.1793676,6.108411487,5.47525223,7.65E-07,3.89E-07,9.94E-07,-6.94E-07,2.01E-06,1.21E-06,9.32E-07,-1.15E-06,0,0,0,0
132,700.544,75.70809663,101.1173899,6.045636537,5.555182996,1.33E-06,5.33E-07,1.14E-07,-4.53E-07,2.36E-06,1.21E-06,3.70E-07,-1.06E-06,0,0,0,0
132,701.568,73.43368999,102.2868626,6.009682609,5.603147846,1.51E-06,6.57E-07,-1.09E-06,-1.29E-07,2.53E-06,1.28E-06,-6.86E-07,-8.70E-07,0,0,0,0
132,702.592,71.76987086,97.12308135,5.964226425,5.639082397,1.33E-06,7.44E-07,-2.63E-06,3.56E-07,2.59E-06,1.31E-06,-2.37E-06,-4.61E-07,1,0,0,0
132,703.616,72.25652209,103.2143927,5.834956479,5.670675071,1.14E-06,8.80E-07,-4.20E-06,9.19E-07,3.05E-06,1.56E-06,-4.10E-06,2.73E-07,1,0,0,1
132,704.64,76.10095539,104.1219536,5.756870231,5.695249565,1.19E-06,1.03E-06,-5.23E-06,1.27E-06,3.97E-06,2.09E-06,-5.00E-06,1.18E-06,0,0,0,1
132,705.664,80.28088582,103.1607373,5.860433729,5.734863284,1.10E-06,8.78E-07,-5.43E-06,1.33E-06,4.07E-06,2.21E-06,-5.04E-06,1.80E-06,0,0,1,1
132,706.688,82.15127882,107.9606529,6.001555071,5.758992804,5.11E-07,3.63E-07,-5.13E-06,1.28E-06,2.75E-06,1.54E-06,-4.87E-06,1.98E-06,0,0,1,1
