SubjectNumber,dc_time,mom_IBI_Lego,child_IBI_Lego,mom_RSA_Lego,child_RSA_Lego,mom_HbO_dlpfc_l,mom_HbR_dlpfc_l,child_HbO_dlpfc_l,child_HbR_dlpfc_l,mom_HbO_dlpfc_r,mom_HbR_dlpfc_r,child_HbO_dlpfc_r,child_HbR_dlpfc_r,NA_child,NA_Parent,PA_child,PA_Parent
103,460.928,79.86688852,100.237563,6.101233728,6.125461224,3.24E-07,6.67E-07,1.22E-07,-9.72E-08,9.64E-07,8.18E-08,-3.20E-07,-2.61E-07,1,0,0,1
103,461.952,79.87657428,92.32111247,6.082604036,6.022612148,-3.50E-08,4.45E-07,-2.74E-07,-1.25E-08,-3.38E-07,-3.34E-07,-4.70E-07,-1.72E-07,1,0,0,1
103,462.976,80.42815541,106.1944692,6.25458542,5.949765291,-7.32E-07,-6.82E-08,-5.28E-07,6.04E-08,-1.03E-06,-4.68E-07,-6.47E-07,-1.10E-07,0,0,0,0
103,464,83.81333185,98.31011553,6.264348757,5.875298277,-1.56E-06,-6.11E-07,-5.44E-07,4.82E-08,-1.14E-06,-4.23E-07,-7.23E-07,-1.53E-07,1,0,0,0
103,465.024,85.72395409,97.65170542,6.252428419,5.811072329,-2.44E-06,-9.55E-07,-5.12E-07,-4.31E-08,-1.50E-06,-4.45E-07,-7.38E-07,-2.50E-07,1,0,0,0
103,466.048,81.50338483,106.3345507,6.189876395,5.742341265,-3.18E-06,-1.06E-06,-5.47E-07,-8.82E-08,-2.38E-06,-5.45E-07,-8.10E-07,-3.14E-07,0,0,0,0
103,467.072,77.1380511,100.904044,6.178646553,5.689504359,-2.89E-06,-7.53E-07,-4.67E-07,-4.15E-08,-2.62E-06,-3.43E-07,-7.23E-07,-3.17E-07,0,0,0,0
103,468.096,78.54686144,88.78733052,6.274932051,5.653562366,-1.40E-06,-1.19E-07,-1.25E-07,-4.91E-08,-1.60E-06,1.83E-07,-1.45E-07,-3.28E-07,0,0,0,0
103,469.12,77.63948451,82.55612799,6.384222538,5.70159843,3.72E-08,3.08E-07,2.65E-07,-2.22E-07,-2.59E-07,5.13E-07,7.47E-07,-4.23E-07,0,0,0,0
103,470.144,72.41554326,88.13382864,6.566898968,5.885422756,5.78E-07,3.31E-07,3.58E-07,-4.01E-07,5.13E-07,4.13E-07,1.38E-06,-5.25E-07,1,0,0,0
103,471.168,71.17375498,99.91359066,6.619167979,6.149582343,5.92E-07,2.43E-07,2.24E-07,-3.94E-07,8.61E-07,1.92E-07,1.48E-06,-5.77E-07,1,0,0,0
103,472.192,73.14537613,98.28002652,6.625479874,6.260135048,7.05E-07,3.13E-07,2.01E-07,-2.88E-07,1.13E-06,1.69E-07,1.38E-06,-6.59E-07,1,0,0,0
103,473.216,77.55448571,100.6281287,6.8229063,6.257999497,8.53E-07,3.54E-07,2.77E-07,-2.55E-07,9.69E-07,1.33E-07,1.30E-06,-7.69E-07,1,1,0,0
103,474.24,83.05206289,111.1882343,6.920793231,6.193876194,9.24E-07,1.74E-07,1.31E-07,-2.00E-07,2.81E-07,-1.37E-07,9.37E-07,-7.52E-07,1,0,0,0
103,475.264,83.18729002,104.1339722,6.963653875,5.978255964,1.08E-06,-6.84E-08,-4.31E-07,6.88E-08,-3.24E-07,-4.65E-07,-2.22E-08,-4.41E-07,1,0,0,0
103,476.288,75.8846122,91.0031547,6.997999186,5.828148427,1.30E-06,-1.33E-07,-1.17E-06,4.65E-07,-4.91E-07,-6.38E-07,-1.24E-06,7.78E-08,1,0,0,0
103,477.312,65.79520268,92.68727386,7.075576437,5.797502331,1.37E-06,-2.10E-08,-1.68E-06,7.14E-07,-5.91E-07,-6.97E-07,-2.05E-06,5.26E-07,0,0,0,0
103,478.336,61.1089548,99.45050909,7.131486273,5.786610181,1.12E-06,6.40E-08,-1.84E-06,7.54E-07,-1.02E-06,-7.57E-07,-2.26E-06,7.45E-07,0,0,0,0
103,479.36,59.61930783,104.2752476,7.130147161,5.780215114,6.51E-07,-2.92E-08,-1.71E-06,7.43E-07,-1.43E-06,-8.07E-07,-2.08E-06,7.68E-07,0,0,0,0
103,480.384,58.34218768,108.3792416,7.141841866,5.789073867,4.90E-07,-2.02E-07,-1.48E-06,7.82E-07,-1.07E-06,-7.33E-07,-1.80E-06,6.86E-07,0,0,0,0
103,481.408,58.68149042,107.6866162,7.156434357,5.822322875,9.07E-07,-2.95E-07,-1.53E-06,8.26E-07,2.26E-07,-5.04E-07,-1.80E-06,5.75E-07,0,0,0,0
103,482.432,60.74276837,107.7885972,7.153756625,5.918622599,1.54E-06,-2.88E-07,-1.85E-06,7.51E-07,1.73E-06,-2.58E-07,-2.03E-06,4.30E-07,0,0,0,0
103,483.456,67.36674485,111.9940286,7.114507739,6.024650952,1.83E-06,-3.05E-07,-2.10E-06,5.11E-07,2.49E-06,-2.09E-07,-2.18E-06,1.90E-07,0,0,0,0
103,484.48,78.0822745,108.281456,7.066527723,6.038102613,1.39E-06,-5.64E-07,-2.16E-06,2.25E-07,1.92E-06,-4.99E-07,-2.14E-06,-1.21E-07,1,0,0,0
103,485.504,83.6259821,85.195873,7.084457418,5.879607588,2.45E-07,-1.16E-06,-2.16E-06,7.55E-08,3.46E-07,-1.03E-06,-2.00E-06,-4.01E-07,1,0,0,0
103,486.528,81.18068363,75.09537112,7.180421167,5.514415767,-8.13E-07,-1.70E-06,-2.16E-06,1.76E-07,-1.10E-06,-1.39E-06,-1.75E-06,-5.41E-07,1,0,0,0
103,487.552,74.85496394,80.96408184,7.346506331,5.355823162,-7.87E-07,-1.54E-06,-2.03E-06,4.91E-07,-1.53E-06,-1.25E-06,-1.24E-06,-5.01E-07,1,0,0,0
103,488.576,73.75597539,93.16161444,7.307345286,5.467355927,-2.21E-08,-8.05E-07,-1.61E-06,8.48E-07,-1.44E-06,-8.85E-07,-3.85E-07,-3.44E-07,0,0,0,0
103,489.6,73.61576242,103.7070672,7.201248966,5.692529214,3.83E-07,-1.79E-07,-8.40E-07,1.03E-06,-1.59E-06,-6.41E-07,6.51E-07,-2.67E-07,0,0,0,0
103,490.624,67.68249022,101.8303647,7.14235558,5.748243252,3.51E-07,1.04E-07,6.25E-08,9.34E-07,-1.70E-06,-4.74E-07,1.46E-06,-4.50E-07,0,0,0,0
103,491.648,60.35085237,102.7809396,7.067112005,5.793537074,5.54E-07,2.94E-07,5.82E-07,6.71E-07,-1.10E-06,-1.75E-07,1.50E-06,-8.35E-07,0,0,0,0
103,492.672,58.59540378,109.0188329,7.040309498,5.792729077,1.17E-06,5.45E-07,3.93E-07,4.56E-07,1.69E-07,2.38E-07,7.30E-07,-1.12E-06,0,0,0,0
103,493.696,61.57098108,112.713996,6.890484697,5.822880043,1.79E-06,7.47E-07,-1.24E-07,3.09E-07,1.54E-06,5.66E-07,-3.16E-08,-1.09E-06,0,0,0,0
103,494.72,67.20952673,112.2015594,6.854290919,5.996376543,2.07E-06,7.58E-07,-3.41E-07,5.22E-08,2.52E-06,6.64E-07,8.38E-08,-8.60E-07,0,0,0,0
103,495.744,72.23303344,108.9324212,6.859351781,6.0535794,1.95E-06,5.54E-07,-2.34E-07,-2.90E-07,2.86E-06,5.22E-07,8.21E-07,-5.81E-07,0,0,0,1
103,496.768,76.45705713,101.2901074,6.956060675,6.020975482,1.45E-06,2.04E-07,-3.10E-07,-3.88E-07,2.50E-06,2.17E-07,1.10E-06,-2.38E-07,0,0,0,0
103,497.792,80.83384274,99.68761801,6.989167297,5.934196067,6.57E-07,-1.23E-07,-7.78E-07,-6.39E-08,1.67E-06,-9.54E-08,5.52E-07,2.64E-07,0,0,0,0
103,498.816,88.6139875,102.0898188,7.086108306,5.818755854,-1.43E-07,-2.70E-07,-1.12E-06,4.48E-07,8.54E-07,-2.48E-07,-4.81E-08,8.07E-07,0,0,0,0
103,499.84,88.14282912,100.089676,7.128856279,5.800985951,-7.67E-07,-2.52E-07,-7.81E-07,6.92E-07,1.96E-07,-2.41E-07,5.25E-08,1.03E-06,0,0,0,0
103,500.864,68.91253307,103.1907701,7.089728655,5.868668724,-1.23E-06,-1.70E-07,1.13E-07,4.34E-07,-3.85E-07,-1.65E-07,7.84E-07,7.34E-07,1,0,0,0
103,501.888,70.15397129,90.7530077,7.009983834,5.98733489,-1.61E-06,-1.02E-07,1.06E-06,-1.48E-07,-9.29E-07,-9.46E-08,1.64E-06,1.17E-07,1,0,0,0
103,502.912,71.77638961,94.2240737,6.65680662,6.182062675,-2.00E-06,-8.78E-08,1.76E-06,-7.27E-07,-1.36E-06,-5.53E-08,2.23E-06,-5.32E-07,1,0,0,0
103,503.936,70.33627331,83.86348284,6.639915123,6.149756818,-2.16E-06,-2.32E-08,2.25E-06,-1.14E-06,-1.46E-06,-1.51E-09,2.52E-06,-1.05E-06,1,0,0,0
103,504.96,73.57930607,94.48174349,6.634754636,6.173117216,-1.70E-06,2.03E-07,2.71E-06,-1.40E-06,-1.01E-06,1.08E-07,2.77E-06,-1.39E-06,1,0,0,0
103,505.984,76.6736175,105.5143455,6.639675444,6.234119553,-6.90E-07,5.04E-07,3.20E-06,-1.58E-06,-4.75E-08,2.78E-07,3.07E-06,-1.60E-06,1,0,0,0
103,507.008,76.74653342,115.0383882,6.611973876,6.225421931,3.66E-07,7.24E-07,3.51E-06,-1.71E-06,1.05E-06,4.71E-07,3.18E-06,-1.71E-06,1,0,0,0
103,508.032,76.43646232,116.0443645,6.600824871,6.223937672,9.13E-07,7.11E-07,3.41E-06,-1.74E-06,1.85E-06,5.85E-07,2.82E-06,-1.70E-06,0,0,0,0
103,509.056,72.47150209,96.20819506,6.591086125,6.284894231,7.91E-07,4.29E-07,2.83E-06,-1.61E-06,2.22E-06,5.67E-07,1.99E-06,-1.43E-06,0,0,0,0
103,510.08,68.52211717,94.47523116,6.570257094,6.333870283,2.69E-07,6.25E-08,1.92E-06,-1.21E-06,2.16E-06,4.51E-07,9.46E-07,-7.79E-07,0,0,0,0
103,511.104,72.96654948,104.1771516,6.542887849,6.33507838,-3.51E-07,-2.33E-07,1.03E-06,-5.64E-07,1.73E-06,2.74E-07,-3.06E-08,1.18E-07,0,0,0,0
103,512.128,75.97484508,111.0868903,6.393698734,6.355574727,-8.35E-07,-4.05E-07,3.62E-07,8.65E-08,1.16E-06,8.54E-08,-8.28E-07,9.10E-07,0,0,0,0
103,513.152,73.91714359,113.0473656,6.274466441,6.402650623,-8.43E-07,-3.05E-07,-1.75E-07,4.30E-07,6.87E-07,-3.84E-08,-1.38E-06,1.31E-06,0,0,0,0
103,514.176,69.78481439,113.9110777,6.080169244,6.45031448,-2.24E-07,1.16E-07,-7.33E-07,4.08E-07,3.23E-07,-7.51E-08,-1.52E-06,1.34E-06,0,0,0,0
103,515.2,73.12963102,99.42575748,5.897903799,6.479840803,5.50E-07,5.37E-07,-1.07E-06,2.28E-07,-5.75E-08,-1.01E-07,-1.13E-06,1.20E-06,0,0,0,0
103,516.224,78.28793656,99.85609625,5.892790043,6.498665129,8.88E-07,6.35E-07,-1.05E-06,1.18E-07,-4.88E-07,-1.76E-07,-6.96E-07,1.00E-06,0,0,0,0
103,517.248,82.04639889,93.00426627,5.917207848,6.471675934,6.55E-07,3.62E-07,-1.02E-06,2.48E-07,-8.16E-07,-2.79E-07,-9.36E-07,9.36E-07,0,0,0,0
103,518.272,81.94240532,91.91513923,5.911273503,6.364074146,1.85E-07,-1.07E-07,-1.24E-06,6.33E-07,-7.75E-07,-3.25E-07,-1.87E-06,1.15E-06,0,0,0,0
103,519.296,81.53521095,87.78843204,5.905393957,6.262925507,-4.99E-08,-4.73E-07,-1.40E-06,1.06E-06,-2.72E-07,-2.14E-07,-2.71E-06,1.55E-06,1,0,0,0
103,520.32,81.633716,93.06894022,5.898004651,6.21470193,3.77E-08,-5.14E-07,-1.18E-06,1.25E-06,1.83E-07,-1.74E-09,-2.80E-06,1.84E-06,1,0,0,0
103,521.344,80.67813814,89.86121807,5.942081605,6.162014095,6.59E-08,-2.93E-07,-6.93E-07,1.10E-06,-8.68E-08,1.48E-07,-2.22E-06,1.82E-06,0,0,0,0
103,522.368,80.30477026,88.63446821,5.995285915,6.142520404,-1.13E-07,4.86E-09,-3.13E-07,7.60E-07,-9.14E-07,1.94E-07,-1.43E-06,1.62E-06,0,0,0,0
103,523.392,78.74781742,86.96139016,6.063963234,6.186568205,-2.18E-07,2.20E-07,-1.86E-07,4.51E-07,-1.49E-06,1.96E-07,-7.36E-07,1.47E-06,0,0,0,0
103,524.416,77.65355644,81.49880928,6.166110584,6.185320519,-1.18E-07,2.87E-07,-1.92E-07,3.27E-07,-1.43E-06,2.15E-07,-2.26E-07,1.47E-06,0,0,0,0
103,525.44,79.23523329,86.87007183,6.202726253,6.086326884,2.72E-08,2.36E-07,-2.30E-07,3.89E-07,-9.66E-07,2.75E-07,-2.77E-09,1.57E-06,0,0,0,0
103,526.464,81.45666938,91.21205957,6.296085647,6.021942088,1.04E-07,1.59E-07,-3.99E-07,5.38E-07,-3.63E-07,3.84E-07,-2.15E-07,1.67E-06,0,0,0,0
103,527.488,82.45249365,90.29660872,6.429346664,6.104051051,1.02E-07,1.40E-07,-8.80E-07,6.65E-07,1.12E-07,5.12E-07,-9.57E-07,1.67E-06,0,0,0,0
103,528.512,78.50174421,88.95266525,6.456915933,6.265662666,3.46E-08,1.96E-07,-1.62E-06,6.87E-07,2.51E-07,5.97E-07,-2.08E-06,1.50E-06,0,0,0,0
103,529.536,76.06691411,96.35919523,6.559536465,6.278982254,-1.08E-07,2.65E-07,-2.15E-06,6.40E-07,1.71E-08,6.11E-07,-3.01E-06,1.22E-06,0,0,0,0
103,530.56,79.41981378,106.784019,6.661064029,6.219438656,-3.19E-07,2.70E-07,-2.04E-06,6.31E-07,-4.58E-07,5.57E-07,-3.10E-06,9.96E-07,0,0,0,0
103,531.584,82.60803906,109.0310438,6.668914005,6.186435612,-5.17E-07,1.76E-07,-1.45E-06,6.16E-07,-8.68E-07,4.67E-07,-2.42E-06,8.33E-07,0,0,0,0
103,532.608,82.7403776,101.8362222,6.91315214,6.085678632,-5.10E-07,4.92E-08,-8.07E-07,5.17E-07,-8.41E-07,4.02E-07,-1.49E-06,6.67E-07,0,0,0,0
103,533.632,80.17806174,95.57719098,6.982282752,6.07715463,-2.30E-07,1.07E-09,-1.92E-07,3.38E-07,-3.05E-07,3.98E-07,-6.09E-07,4.62E-07,0,0,0,0
103,534.656,78.66467266,88.77352579,7.195838903,6.082712758,8.71E-09,3.95E-08,4.76E-07,7.51E-08,3.46E-07,4.38E-07,1.86E-07,1.53E-07,0,0,0,0
103,535.68,80.13697513,87.11703308,7.275619952,6.098548667,-8.97E-08,1.01E-07,1.21E-06,-2.80E-07,5.95E-07,4.64E-07,1.02E-06,-2.56E-07,0,0,0,0
103,536.704,77.32108402,98.02099954,7.338360949,6.006449036,-3.97E-07,1.39E-07,1.91E-06,-6.44E-07,2.93E-07,4.20E-07,1.99E-06,-6.17E-07,1,0,0,0
103,537.728,73.20844062,102.3187239,7.412275073,6.091525911,-6.28E-07,9.85E-08,2.47E-06,-9.14E-07,-2.01E-07,3.08E-07,2.90E-06,-8.55E-07,1,1,0,0
103,538.752,71.57689388,100.1777566,7.417452563,6.083422382,-7.66E-07,-4.95E-08,2.76E-06,-1.05E-06,-5.05E-07,1.84E-07,3.41E-06,-1.02E-06,1,0,0,0
103,539.776,76.34844581,87.33116155,7.433996223,6.039372686,-8.36E-07,-1.94E-07,2.71E-06,-1.08E-06,-5.29E-07,1.13E-07,3.35E-06,-1.14E-06,1,0,0,0
103,540.8,84.43065331,98.73280442,7.455352165,6.164805901,-7.10E-07,-1.92E-07,2.24E-06,-1.03E-06,-4.01E-07,1.02E-07,2.72E-06,-1.20E-06,0,0,0,0
103,541.824,87.22196875,94.82285028,7.4372487,6.182669453,-3.57E-07,-8.07E-08,1.46E-06,-9.46E-07,-2.12E-07,1.05E-07,1.87E-06,-1.13E-06,0,0,0,0
103,542.848,81.45302544,91.54728566,7.417388895,6.063353936,-3.35E-08,-1.26E-08,7.83E-07,-9.13E-07,2.86E-08,1.10E-07,1.31E-06,-9.90E-07,0,0,0,0
103,543.872,69.419708,97.55099581,7.468462068,5.853772781,-6.53E-08,-7.51E-08,5.61E-07,-9.59E-07,1.69E-07,1.32E-07,1.28E-06,-9.08E-07,0,0,0,0
103,544.896,69.51360095,105.6232101,7.450001588,5.7906683,-6.21E-07,-3.06E-07,7.53E-07,-1.01E-06,-5.58E-08,1.22E-07,1.55E-06,-9.55E-07,0,0,0,0
103,545.92,75.94660683,113.8096523,7.391600957,5.782827222,-1.46E-06,-6.33E-07,1.16E-06,-9.84E-07,-5.71E-07,3.78E-08,1.82E-06,-1.08E-06,1,0,0,0
103,546.944,74.71866664,100.5064885,7.370441866,5.789491813,-1.94E-06,-8.58E-07,1.57E-06,-9.17E-07,-8.91E-07,-6.44E-08,1.96E-06,-1.22E-06,1,0,0,0
103,547.968,67.26222519,94.23835383,7.253828923,5.830118226,-1.45E-06,-7.30E-07,1.61E-06,-8.51E-07,-6.50E-07,-6.74E-08,1.75E-06,-1.31E-06,1,0,0,0
103,548.992,69.03423783,84.07130196,7.172807488,5.896654126,-2.62E-09,-1.71E-07,1.01E-06,-7.17E-07,-4.13E-08,5.04E-08,1.05E-06,-1.26E-06,0,0,0,0
103,550.016,75.88402776,96.28043872,6.994983973,5.931616968,1.43E-06,4.09E-07,-8.79E-08,-4.99E-07,4.63E-07,1.52E-07,4.90E-08,-1.05E-06,0,0,0,0
103,551.04,81.12603232,93.94627542,6.845027641,6.022098445,1.95E-06,5.43E-07,-1.10E-06,-2.93E-07,7.20E-07,1.53E-07,-7.82E-07,-8.45E-07,0,0,0,0
103,552.064,81.08049898,82.30731356,6.75058598,6.060171934,1.71E-06,2.75E-07,-1.49E-06,-2.11E-07,9.24E-07,1.32E-07,-1.06E-06,-7.92E-07,0,0,0,0
103,553.088,73.37140421,93.94205154,6.622613097,6.00235079,1.51E-06,4.24E-08,-1.32E-06,-2.10E-07,1.13E-06,1.94E-07,-8.94E-07,-8.75E-07,0,0,0,0
103,554.112,68.06504277,96.1934044,6.547332516,5.960587715,1.80E-06,2.05E-07,-9.18E-07,-1.70E-07,1.17E-06,3.28E-07,-6.08E-07,-9.60E-07,0,0,0,0
103,555.136,67.67103355,92.33220052,6.566748305,5.94341513,2.22E-06,6.10E-07,-5.39E-07,-9.73E-08,9.47E-07,4.33E-07,-3.37E-07,-9.78E-07,1,0,0,0
103,556.16,60.11224356,93.38008352,6.582964088,5.79274589,2.23E-06,8.67E-07,-3.43E-07,-5.91E-08,6.57E-07,4.86E-07,-1.61E-07,-9.48E-07,1,0,0,0
103,557.184,58.37394382,90.42855607,6.662172217,5.592487504,1.88E-06,8.40E-07,-5.35E-07,4.86E-08,6.54E-07,5.53E-07,-3.75E-07,-8.17E-07,1,0,0,0
103,558.208,58.77321047,92.63699908,6.746043067,5.556281935,1.32E-06,5.30E-07,-1.12E-06,3.57E-07,8.53E-07,5.42E-07,-1.08E-06,-4.91E-07,1,0,0,0
103,559.232,61.98769488,99.76616,6.634554373,5.553621366,4.35E-07,-9.98E-08,-1.84E-06,7.44E-07,6.13E-07,1.41E-07,-1.97E-06,-4.34E-08,1,0,0,0
103,560.256,69.80485516,101.3961051,6.590367337,5.557022843,-7.97E-07,-9.58E-07,-2.48E-06,1.05E-06,-3.39E-07,-7.26E-07,-2.75E-06,3.67E-07,1,0,0,0
103,561.28,73.27678721,102.6904473,6.675324436,5.665508388,-1.77E-06,-1.60E-06,-2.96E-06,1.27E-06,-1.02E-06,-1.40E-06,-3.33E-06,6.88E-07,1,0,0,0
103,562.304,73.21836401,98.3170649,6.708750977,5.840905837,-2.01E-06,-1.65E-06,-3.11E-06,1.44E-06,-7.70E-07,-1.34E-06,-3.48E-06,9.10E-07,0,0,0,0
103,563.328,69.59542681,102.8892357,6.729161678,5.99997837,-1.66E-06,-1.14E-06,-2.80E-06,1.48E-06,-4.27E-07,-9.08E-07,-3.03E-06,1.00E-06,0,0,0,0
103,564.352,64.35180822,103.7835671,6.668098728,6.037492141,-1.22E-06,-4.93E-07,-2.10E-06,1.30E-06,-7.69E-07,-6.47E-07,-2.08E-06,9.34E-07,0,0,0,0
103,565.376,62.09773551,101.4047787,6.718796748,6.023359456,-1.31E-06,-2.93E-07,-1.26E-06,8.88E-07,-1.56E-06,-7.29E-07,-1.01E-06,6.61E-07,0,0,0,0
103,566.4,61.94421924,105.5164153,6.743269383,6.013504496,-1.87E-06,-5.69E-07,-5.04E-07,3.85E-07,-2.11E-06,-9.40E-07,-2.87E-07,1.57E-07,0,0,0,0
103,567.424,67.65196659,105.6617432,6.781081568,5.946425681,-2.38E-06,-8.92E-07,8.84E-08,-7.88E-10,-2.16E-06,-1.04E-06,-5.78E-08,-4.40E-07,0,0,0,0
103,568.448,71.86237922,103.6275968,6.821889258,5.934455166,-2.59E-06,-1.04E-06,5.01E-07,-1.71E-07,-1.82E-06,-9.97E-07,6.66E-08,-8.22E-07,0,0,0,0
103,569.472,72.02159102,100.6956617,6.829144471,5.906587228,-2.49E-06,-1.02E-06,7.84E-07,-1.84E-07,-1.27E-06,-8.61E-07,5.35E-07,-8.05E-07,0,0,0,0
103,570.496,72.10187275,98.58979993,6.822514625,5.905569539,-2.18E-06,-8.76E-07,8.89E-07,-1.15E-07,-8.50E-07,-7.21E-07,1.21E-06,-4.58E-07,0,0,0,0
103,571.52,74.64600156,92.65002202,6.687758105,6.022409157,-1.72E-06,-5.77E-07,9.07E-07,-1.16E-08,-9.31E-07,-6.58E-07,1.81E-06,-1.89E-10,0,0,0,0
103,572.544,78.60857662,95.22597235,6.598229414,6.1565054,-1.09E-06,-1.17E-07,1.14E-06,3.55E-08,-1.55E-06,-6.94E-07,2.42E-06,2.98E-07,0,0,0,0
103,573.568,78.43617336,97.10988927,6.412280064,6.156132515,-4.46E-07,3.17E-07,1.75E-06,-4.18E-08,-2.26E-06,-7.76E-07,3.26E-06,3.07E-07,0,0,0,0
103,574.592,74.45967806,95.68621536,6.509876046,6.291873569,-9.67E-08,4.86E-07,2.48E-06,-1.98E-07,-2.50E-06,-7.87E-07,4.13E-06,1.16E-07,0,0,0,0
103,575.616,73.82990971,95.65160947,6.581371462,6.503272512,-5.77E-09,4.69E-07,2.94E-06,-3.05E-07,-2.04E-06,-6.23E-07,4.66E-06,-1.01E-07,0,0,0,0
103,576.64,76.27963978,89.6595064,6.985919534,6.489673877,3.13E-07,5.80E-07,2.96E-06,-2.45E-07,-1.05E-06,-2.75E-07,4.78E-06,-1.83E-07,1,0,0,0
103,577.664,80.41071564,91.74854756,7.369359683,6.374157875,1.02E-06,8.41E-07,2.61E-06,-8.05E-09,7.26E-08,9.66E-08,4.50E-06,-1.33E-07,1,0,0,0
103,578.688,77.17872062,94.08030119,7.381571071,6.545840925,1.71E-06,9.79E-07,2.09E-06,2.55E-07,9.82E-07,3.02E-07,3.52E-06,-1.60E-07,1,0,0,0
103,579.712,74.40888981,93.17879695,7.374653274,6.673969946,2.05E-06,9.74E-07,1.55E-06,3.51E-07,1.59E-06,3.86E-07,1.88E-06,-3.66E-07,1,0,0,0
103,580.736,74.88458072,89.04279849,7.32948855,6.779441636,2.09E-06,1.00E-06,9.85E-07,2.33E-07,1.94E-06,4.94E-07,3.93E-07,-4.55E-07,1,1,0,0
103,581.76,73.54192418,96.73582354,7.305000309,6.82683383,1.94E-06,1.07E-06,5.54E-07,3.63E-08,2.03E-06,6.00E-07,-1.01E-07,-1.57E-07,1,1,0,0
103,582.784,72.43468082,93.98237088,7.2717961,6.81461374,1.71E-06,1.06E-06,4.10E-07,-7.50E-08,1.94E-06,5.81E-07,9.22E-08,2.66E-07,0,0,0,0
103,583.808,70.80813535,91.95826876,7.23351364,6.81317658,1.51E-06,8.86E-07,3.85E-07,-5.14E-08,1.88E-06,4.14E-07,1.69E-08,4.12E-07,0,0,0,0
103,584.832,78.48746257,80.27085754,7.212385093,6.811304899,1.27E-06,5.88E-07,1.35E-07,7.60E-08,1.87E-06,2.07E-07,-7.29E-07,3.21E-07,0,0,0,0
103,585.856,71.18140982,98.75305513,7.203801996,6.812087842,7.86E-07,2.04E-07,-3.75E-07,2.20E-07,1.69E-06,2.26E-08,-1.74E-06,2.34E-07,0,0,0,0
103,586.88,96.09928926,97.74718183,7.227677121,6.768223437,1.91E-07,-1.49E-07,-8.96E-07,2.76E-07,1.33E-06,-1.10E-07,-2.53E-06,1.91E-07,0,0,0,0
103,587.904,79.17655278,81.95355453,7.262068255,6.725336895,2.60E-07,-6.18E-08,-1.26E-06,2.57E-07,9.89E-07,-1.22E-07,-3.13E-06,8.23E-08,0,0,0,0
103,588.928,73.88257182,92.35231511,7.281845328,6.715872627,8.73E-07,4.05E-07,-1.58E-06,3.70E-07,5.24E-07,-1.18E-07,-4.10E-06,-1.40E-07,0,0,0,0
103,589.952,69.79801435,85.31222773,7.368520507,6.629923149,8.79E-07,5.76E-07,-2.01E-06,8.00E-07,-2.06E-07,-2.46E-07,-5.54E-06,-2.61E-07,0,0,0,0
103,590.976,69.48219961,93.28579989,7.450919296,6.500720172,1.67E-07,3.08E-07,-2.42E-06,1.28E-06,-7.80E-07,-3.92E-07,-6.12E-06,9.67E-08,0,0,0,0
103,592,70.39828273,88.51075229,7.343993689,6.427428541,-3.74E-07,3.83E-08,-2.41E-06,1.32E-06,-7.04E-07,-3.64E-07,-4.79E-06,7.96E-07,0,0,0,0
103,593.024,74.24391977,85.78542463,6.996559669,6.389336784,-5.69E-07,-1.32E-07,-1.88E-06,8.66E-07,-1.81E-07,-2.51E-07,-2.75E-06,1.09E-06,0,0,0,0
103,594.048,82.10543339,95.4755972,6.80752955,6.109924258,-4.83E-07,-1.70E-07,-1.28E-06,3.87E-07,2.80E-07,-1.75E-07,-1.59E-06,8.39E-07,0,0,0,0
103,595.072,87.5411261,106.4932642,6.927287986,5.691381382,1.92E-07,1.59E-07,-9.05E-07,1.74E-07,5.14E-07,-9.41E-08,-1.35E-06,4.88E-07,1,0,0,0
103,596.096,91.29150851,105.7516043,6.984204936,5.348609621,1.36E-06,7.43E-07,-6.84E-07,1.08E-07,8.47E-07,8.73E-08,-1.40E-06,2.87E-07,1,0,0,0
103,597.12,88.44800601,106.1205546,7.014766757,4.992221911,2.34E-06,1.13E-06,-6.51E-07,-7.89E-08,1.46E-06,3.43E-07,-1.37E-06,1.70E-07,0,0,0,0
103,598.144,77.82630019,111.8934813,7.04886069,4.988797731,2.14E-06,9.21E-07,-9.31E-07,-4.40E-07,1.59E-06,4.35E-07,-1.19E-06,1.52E-07,0,0,0,0
103,599.168,72.35051715,102.3577777,7.054961093,4.996445466,5.38E-07,2.41E-07,-1.26E-06,-7.49E-07,2.88E-07,1.81E-07,-8.06E-07,3.50E-07,0,0,0,0
103,600.192,77.62451681,99.10603326,7.059627559,5.013254138,-1.00E-06,-1.56E-07,-1.23E-06,-7.79E-07,-1.69E-06,-1.92E-07,-5.26E-07,6.64E-07,0,0,0,0
103,601.216,74.32129301,93.09649973,7.073348149,5.036904817,-1.20E-06,1.95E-08,-9.55E-07,-6.06E-07,-2.57E-06,-3.16E-07,-6.62E-07,8.89E-07,0,0,0,0
103,602.24,68.79198222,94.17424646,7.093885345,5.027238624,-4.28E-07,3.57E-07,-8.74E-07,-4.73E-07,-1.77E-06,-1.14E-07,-1.13E-06,9.21E-07,0,0,0,0
103,603.264,65.87503277,101.1895282,7.058815753,5.014270065,3.44E-07,4.88E-07,-9.99E-07,-5.36E-07,-1.63E-07,2.42E-07,-1.44E-06,7.71E-07,0,0,0,0
